學年度,學期,設立別,學校類型,學校代碼,學校名稱,系所代碼,系所名稱,學制,對方國別,對方學校名稱,對方學校英文名稱,總計,男生,女生
103,2,公立,一般大學,15,國立彰化師範大學,349919,人力資源管理研究所,碩士班(日間),德國,衛斯瑪應用科技大學,Hochschule Wismar. University.,1,0,1
103,2,公立,一般大學,15,國立彰化師範大學,440101,化學系,碩士班(日間),日本,東北大學,Tohoku University,1,0,1
103,2,公立,一般大學,14,國立高雄師範大學,210708,跨領域藝術研究所,碩士班(日間),中國大陸,華東師範大學,East China Normal University,1,1,0
103,2,公立,一般大學,14,國立高雄師範大學,220308,英語學系,碩士班(日間),日本,大阪教育大學,Osaka Kyoiku University,1,1,0
103,2,公立,一般大學,14,國立高雄師範大學,310601,地理學系,碩士班(日間),中國大陸,西南大學,Southwest University,3,2,1
103,2,公立,一般大學,16,國立陽明大學,420606,生物醫學資訊研究所,碩士班(日間),美國,洛斯阿拉莫斯國家實驗室,LosAlamosNationalLaboratory,1,1,0
103,2,公立,一般大學,16,國立陽明大學,420606,生物醫學資訊研究所,碩士班(日間),美國,美國國家衛生研究院(NIH),National Institutes of Health(NIH,7,3,4
103,2,公立,一般大學,17,國立臺北大學,310802,公共行政暨政策學系,碩士班(日間),中國大陸,四川大學,Sichuan University,12,6,6
103,2,公立,一般大學,17,國立臺北大學,311007,犯罪學研究所,碩士班(日間),中國大陸,香港城市大學,City University of Hong Kong,14,3,11
103,2,公立,一般大學,17,國立臺北大學,220201,中國文學系,碩士班(日間),中國大陸,南京大學,Nanjing University,4,2,2
103,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,碩士班(日間),日本,天普大學日本分校,Temple University,1,1,0
103,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,碩士班(日間),中國大陸,北京大學匯豐商學院,Peking University HSBC Business School(PHBS),3,2,1
103,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,碩士班(日間),中國大陸,四川大學,Sichuan University,1,0,1
103,2,公立,一般大學,17,國立臺北大學,349917,不動產與城鄉環境學系,碩士班(日間),日本,甲南大學,Konan University,2,0,2
103,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),中國大陸,中山大學,Sun Yat-sen University,3,1,2
103,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),中國大陸,四川大學,Sichuan University,1,0,1
103,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),日本,甲南大學,Konan University,2,0,2
103,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),法國,雷恩商學院,ESC Rennes School of Business,1,0,1
103,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),中國大陸,復旦大學,Fudan University,1,0,1
103,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),荷蘭,格羅寧根大學,University of Groningen,1,1,0
103,2,公立,一般大學,17,國立臺北大學,340301,企業管理學系,碩士班(日間),土耳其,阿塔圖克大學,Ataturk University,1,1,0
103,2,公立,一般大學,17,國立臺北大學,850104,自然資源與環境管理研究所,碩士班(日間),中國大陸,西南林業大學,Southwest Forestry University,6,3,3
103,2,公立,一般大學,17,國立臺北大學,380101,法律學系,碩士班(日間),中國大陸,蘇州大學,Soochow University,1,1,0
103,2,公立,一般大學,17,國立臺北大學,340518,金融與合作經營學系,碩士班(日間),日本,早稻田大學,WASEDA University,6,1,5
103,2,公立,一般大學,17,國立臺北大學,520114,資訊工程學系,碩士班(日間),中國大陸,北京交通大學,Beijing Jiaotong University,5,4,1
103,2,公立,一般大學,17,國立臺北大學,520114,資訊工程學系,碩士班(日間),中國大陸,新加坡管理大學,Singapore Management University,2,1,1
103,2,公立,一般大學,17,國立臺北大學,580301,都市計劃研究所,碩士班(日間),日本,天普大學日本分校,Temple University,1,0,1
103,2,公立,一般大學,17,國立臺北大學,340201,會計學系,碩士班(日間),美國,傑克森維爾大學,Jacksonville University,2,0,2
103,2,公立,一般大學,17,國立臺北大學,340701,財政學系,碩士班(日間),香港,香港城市大學,City University of Hong Kong,1,0,1
103,2,公立,一般大學,17,國立臺北大學,380101,法律學系,碩士班(日間),日本,京都大學,Kyoto University,3,1,2
103,2,公立,一般大學,17,國立臺北大學,340701,財政學系,碩士班(日間),日本,天普大學日本分校,Temple University,1,0,1
103,2,公立,一般大學,17,國立臺北大學,340701,財政學系,碩士班(日間),日本,甲南大學,Konan University,1,0,1
103,2,公立,一般大學,21,國立暨南國際大學,140501,成人與繼續教育研究所,碩士班(日間),中國大陸,上海明德學習型組織研究所,Mingde Learning Organization Institute in Shang Hai,3,2,1
103,2,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,碩士班(日間),香港,嘉道理農場野生動物拯救中心,Wild Animal Rescue Centre of Kadoorie Farm,1,0,1
103,2,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,碩士班(日間),日本,東京學藝大學,Tokyo Gakugei University,2,0,2
103,2,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,碩士班(日間),中國大陸,南京農業大學,Nanjing Agricultural University,1,1,0
103,2,公立,一般大學,18,國立嘉義大學,810515,體育與健康休閒學系,碩士班(日間),美國,莫瑞大學,Murray State University,3,0,3
103,2,公立,一般大學,20,國立東華大學,340301,企業管理學系,碩士班(日間),中國大陸,南京大學,Nanjing University,2,1,1
103,2,公立,一般大學,20,國立東華大學,340301,企業管理學系,碩士班(日間),中國大陸,南京理工大學,Nanjing University of Science and Technology,3,2,1
103,2,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,碩士班(日間),日本,宇都宮動物園,Utsunomiya Zoo,1,0,1
103,2,公立,一般大學,18,國立嘉義大學,640101,獸醫學系,碩士班(日間),比利時,根特大學,Gent University,1,1,0
103,2,公立,一般大學,17,國立臺北大學,220901,歷史學系,碩士班(日間),中國大陸,香港中文大學,The Chinese University of Hong Kong,5,1,4
103,2,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,碩士班(日間),澳大利亞,國際資訊系統協會,Association for Information System,1,0,1
103,2,公立,一般大學,18,國立嘉義大學,140806,數位學習設計與管理學系,碩士班(日間),中國大陸,華東師範大學,East China Normal University,2,0,2
103,2,公立,一般大學,18,國立嘉義大學,340301,企業管理學系,碩士班(日間),美國,奧瑞岡大學,University of Oregon,1,0,1
103,2,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,碩士班(日間),中國大陸,東北師範大學,Northeast Normal University,1,1,0
103,2,公立,一般大學,21,國立暨南國際大學,140121,國際文教與比較教育學系,碩士班(日間),法國,格勒諾博第二大學,"Universit? Pierre Mend?s-France, Grenoble 2",1,0,1
103,2,公立,一般大學,17,國立臺北大學,380101,法律學系,碩士班(日間),中國大陸,中國人民大學,Renmin University of China,1,0,1
103,2,公立,一般大學,17,國立臺北大學,340307,國際企業研究所,碩士班(日間),中國大陸,香港樹仁大學,Hong Kong Shue Yan University,1,1,0
103,2,公立,一般大學,17,國立臺北大學,460201,統計學系,碩士班(日間),中國大陸,北京大學匯豐商學院,Peking University HSBC Business School(PHBS),1,1,0
103,2,公立,一般大學,21,國立暨南國際大學,140203,華語文教學碩士學位學程,碩士班(日間),馬來西亞,多媒體大學,Multimedia University,4,0,4
103,2,公立,一般大學,21,國立暨南國際大學,140203,華語文教學碩士學位學程,碩士班(日間),馬來西亞,諾丁漢大學馬來西亞分校,The University of Nottingham Malaysia Campus,2,1,1
103,2,公立,一般大學,21,國立暨南國際大學,520114,資訊工程學系,碩士班(日間),日本,首都大學東京,Tokyo Metropolitan University,1,0,1
103,2,公立,一般大學,21,國立暨南國際大學,520114,資訊工程學系,碩士班(日間),日本,會津大學,University of Aizu,8,7,1
103,2,公立,一般大學,28,國立臺北藝術大學,210903,新媒體藝術學系,碩士班(日間),南韓,韓國綜合藝術學校,Korea National University of theArts,1,0,1
103,2,公立,一般大學,28,國立臺北藝術大學,210101,美術學系,碩士班(日間),日本,京都造型藝術大學,Kyoto University of Art and Design,1,1,0
103,2,公立,一般大學,28,國立臺北藝術大學,580111,建築與文化資產研究所,碩士班(日間),日本,多摩美術大學,Tama Art University,1,0,1
103,2,私立,一般大學,1019,高雄醫學大學,720201,公共衛生學系,碩士班(日間),美國,,Society for Epidemiologic Research Meeting,1,0,1
103,2,私立,一般大學,1019,高雄醫學大學,310501,心理學系,碩士班(日間),美國,,Optilife,1,0,1
103,2,私立,一般大學,1017,實踐大學,230205,媒體傳達設計學系,碩士班(日間),德國,福茲堡應用科技大學,"Fachhochschule Wuerzburg - Schweinfurt, University of Applied Sciences",1,1,0
103,2,私立,一般大學,1017,實踐大學,230303,工業產品設計學系,碩士班(日間),德國,科隆應用科技大學,Fachhochschule K?ln University of Applied Sciences Cologne,1,1,0
103,2,私立,一般大學,1017,實踐大學,340301,企業管理學系,碩士班(日間),捷克,查理大學,Charles University,1,0,1
103,2,私立,一般大學,1017,實踐大學,230303,工業產品設計學系,碩士班(日間),德國,柏林白湖藝術學院,Wei?ensee Kunsthochschule Berlin,1,1,0
103,2,私立,一般大學,1017,實踐大學,230303,工業產品設計學系,碩士班(日間),英國,皇家藝術學院,Royal College of Art,1,1,0
103,2,私立,一般大學,1017,實踐大學,230303,工業產品設計學系,碩士班(日間),德國,科隆應用科技大學,Fachhochschule K?ln University of Applied Sciences Cologne,1,1,0
103,2,私立,一般大學,1017,實踐大學,230205,媒體傳達設計學系,碩士班(日間),德國,科隆應用科技大學,Fachhochschule K?ln University of Applied Sciences Cologne,1,1,0
103,2,私立,一般大學,1017,實踐大學,230303,工業產品設計學系,碩士班(日間),德國,伍柏塔爾大學,"BERGISCHE UNIVERSIT?T WUPPERTAL, GERMANY",1,1,0
103,2,私立,一般大學,1015,世新大學,349925,傳播管理學系,碩士班(日間),中國大陸,同濟大學,Tongji university,1,1,0
103,2,私立,一般大學,1014,義守大學,340306,管理學院管理碩士班,碩士班(日間),美國,美國南伊利諾大學,Southern Illinois University,1,0,1
103,2,私立,一般大學,1015,世新大學,320401,公共關係暨廣告學系,碩士班(日間),中國大陸,同濟大學,Tongji university,3,1,2
103,2,私立,一般大學,1014,義守大學,349906,工業管理學系,碩士班(日間),中國大陸,江南大學,Jiangnan University,1,1,0
103,2,私立,一般大學,1013,華梵大學,220301,外國語文學系,碩士班(日間),美國,普渡大學,Purdue University,1,0,1
103,2,私立,一般大學,1012,大葉大學,140106,教育專業發展研究所,碩士班(日間),日本,山口大學,Yamaguchi University,8,0,8
103,2,私立,一般大學,1013,華梵大學,230303,工業設計學系,碩士班(日間),中國大陸,北京科技大學,University of Science and Techology Beijing,1,0,1
103,2,私立,一般大學,1012,大葉大學,220308,英語學系,碩士班(日間),美國,加州長堤分校,California State University Long Beach,1,0,1
103,2,私立,一般大學,1012,大葉大學,220308,英語學系,碩士班(日間),馬來西亞,馬來亞大學,University of Malaya,4,0,4
103,2,私立,一般大學,1011,中華大學,520114,資訊工程學系,碩士班(日間),中國大陸,天津外國語大學,Tianjin Foreign Studies University,2,1,1
103,2,私立,一般大學,1019,高雄醫學大學,720407,運動醫學系,碩士班(日間),日本,,12th Asian Congress of Nutrition,1,1,0
103,2,私立,一般大學,1019,高雄醫學大學,340908,醫務管理暨醫療資訊學系,碩士班(日間),美國,,Virginia Commonwealth University(VCU),4,0,4
103,2,私立,一般大學,1019,高雄醫學大學,720407,運動醫學系,碩士班(日間),瑞典,,University of Malmo,3,3,0
103,2,私立,一般大學,1019,高雄醫學大學,720101,醫學研究所,碩士班(日間),美國,,Experimental Biology,2,0,2
103,2,私立,一般大學,1020,南華大學,220801,宗教學研究所,碩士班(日間),美國,西來大學,University of West,1,0,1
103,2,私立,一般大學,1020,南華大學,220801,宗教學研究所,碩士班(日間),中國大陸,雲南大學,Yunnan University,4,1,3
103,2,私立,一般大學,1019,高雄醫學大學,720601,護理學系,碩士班(日間),美國,,The University of Texas Health Science Center at Houston,6,0,6
103,2,私立,一般大學,1019,高雄醫學大學,720301,藥學系,碩士班(日間),美國,,University of Illinois at Chicago,3,0,3
103,2,私立,一般大學,1020,南華大學,229902,生死學系,碩士班(日間),馬來西亞,西南財經大學天府學院,New Era College,1,0,1
103,2,私立,一般大學,1020,南華大學,220205,文學系,碩士班(日間),中國大陸,西北大學,Northwest University,1,1,0
103,2,私立,一般大學,1020,南華大學,220205,文學系,碩士班(日間),中國大陸,雲南大學,Yunnan University,1,1,0
103,2,私立,一般大學,1022,大同大學,520126,通訊工程研究所,碩士班(日間),中國大陸,溫州大學,Wenzhou University,1,1,0
103,2,私立,一般大學,1022,大同大學,230303,工業設計學系,碩士班(日間),日本,千葉大學,Chiba University,2,0,2
103,2,私立,一般大學,1022,大同大學,230303,工業設計學系,碩士班(日間),南韓,中央大學,Chung-Ang University,1,0,1
103,2,私立,一般大學,1020,南華大學,210613,視覺與媒體藝術學系,碩士班(日間),中國大陸,哈爾濱技術學院黑龍江職業學校,Harbin Vocational &amp; Technical College,10,5,5
103,2,私立,一般大學,1028,臺北醫學大學,720504,保健營養學系,碩士班(日間),美國,俄亥俄州立大學,The Ohio State University,1,1,0
103,2,私立,一般大學,1028,臺北醫學大學,720328,臨床藥物基因體學暨蛋白質體學碩士學位學程,碩士班(日間),美國,伊利諾伊大學芝加哥分校,University of Illinois at Chicago,1,0,1
103,2,私立,一般大學,1028,臺北醫學大學,720714,醫學資訊研究所,碩士班(日間),美國,國立衛生研究院(美國),National Institutes of Health (NIH),3,1,2
103,2,私立,一般大學,1028,臺北醫學大學,720801,牙醫學系,碩士班(日間),日本,審美齒科協會,Taiwan Academy of Aesthetic Dentistry Community Organization,1,0,1
103,2,私立,一般大學,1028,臺北醫學大學,720607,長期照護碩士學位學程,碩士班(日間),美國,凱斯西儲大學,Case Western Reserve University,1,0,1
103,2,私立,一般大學,1028,臺北醫學大學,720801,牙醫學系,碩士班(日間),捷克,NULL,A european magnetic resonance meeting(11th),1,1,0
103,2,私立,一般大學,1028,臺北醫學大學,720801,牙醫學系,碩士班(日間),捷克,NULL,A european magnetic resonance meeting(12th),1,0,1
